"Halogens","S","P","Other Metal","Hydroxyl or Ether","Ketones, aldehydes, carboxylic acids, or esters","Primary Amine or Ammonium Ion","Secondary Amine or Aromatic Nitrogen","Tertiary Amine or Amide Nitrogen","Aromatic","Aliphatic","mouse intraperitoneal LD50","group","S_Hydroxyl_or_Ether","S_Ketones_aldehydes_acids_esters","Primary_Amine_Ketones_aldehydes_acids_esters","Secondary_Amine_Ketones_aldehydes_acids_esters","Tertiary_Amine_Ketones_aldehydes_acids_esters","Primary_Amine_Hydroxyl_or_Ether","Secondary_Amine_Hydroxyl_or_Ether","Tertiary_Amine_Hydroxyl_or_Ether","Aromatic_Hydroxyl_or_Ether","Aromatic_Other_Metal","Hydroxyl_or_Ether_Ketones_aldehydes_acids_esters","Aliphatic_Tertiary_Amine_or_Amide_Nitrogen"
0,0,0,0,1,-1,0,0,0,1,0,3.225672956,4,0,0,0,0,0,0,0,0,1,0,-1,0
0,1,0,0,1,1,0,0,0,0,0,1.881301899,1,1,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,1,1,-1,-1,0,0,3.35729627,4,0,0,1,-1,-1,1,-1,-1,0,0,1,0
0,1,0,0,-1,1,1,1,-1,0,0,2.901439333,3,-1,1,1,1,-1,-1,-1,1,0,0,-1,0
0,1,0,0,1,1,0,0,0,0,1,2.852512612,3,1,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,1,-1,1,1,1,0,2.30506522,2,0,0,-1,1,1,-1,1,1,1,0,1,0
0,0,0,0,1,-1,0,0,0,0,1,1.009959963,1,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,1,-1,0,0,0,1,0,3.072215323,3,0,0,0,0,0,0,0,0,1,0,-1,0
0,0,0,0,-1,1,-1,1,1,1,1,2.912177402,3,0,0,-1,1,1,1,-1,-1,-1,0,-1,1
1,0,0,0,0,0,-1,1,-1,1,0,3.68081027,4,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1,1,1,1,-1,1,0,2.179326453,2,0,0,1,1,-1,-1,-1,1,-1,0,-1,0
1,1,0,0,-1,1,0,0,0,0,0,3.301584918,4,-1,1,0,0,0,0,0,0,0,0,-1,0
1,1,0,0,-1,1,0,0,0,0,0,4.199121369,5,-1,1,0,0,0,0,0,0,0,0,-1,0
1,0,1,0,-1,1,0,0,0,0,0,5.357398791,5,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,1,-1,0,0,1.989435469,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3.528531061,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,-1,-1,0,0,3.690839659,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,-1,1,-1,1,-1,1,1,2.411168637,2,-1,1,-1,1,-1,1,-1,1,-1,0,-1,-1
0,1,0,0,-1,1,1,-1,-1,1,0,2.486800723,2,-1,1,1,-1,-1,-1,1,1,-1,0,-1,0
0,0,0,0,1,1,-1,-1,1,2,1,4.211303017,5,0,0,-1,-1,1,-1,-1,1,2,0,1,1
0,0,0,0,-1,-1,-1,-1,-1,1,0,3.341017785,4,0,0,1,1,1,1,1,1,-1,0,1,0
1,0,0,0,0,0,1,-1,-1,1,0,3.074942554,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,-1,-1,0,0,5.107528788,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,1,-1,1,-1,1,0,2.483181333,2,0,0,-1,1,-1,1,-1,1,-1,0,-1,0
-1,0,0,0,-1,1,-1,1,-1,1,0,4.666973523,5,0,0,-1,1,-1,1,-1,1,-1,0,-1,0
1,0,0,0,-1,1,-1,1,-1,1,0,3.199873209,3,0,0,-1,1,-1,1,-1,1,-1,0,-1,0
-1,1,0,0,-1,1,1,-1,-1,1,0,1.874674035,1,-1,1,1,-1,-1,-1,1,1,-1,0,-1,0
0,0,0,0,1,1,0,0,0,1,0,3.085359089,3,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,1,1,0,0,0,1,0,3.005868718,3,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-1,1,0,0,0,1,0,2.232742063,2,0,0,0,0,0,0,0,0,-1,0,-1,0
0,0,0,0,-1,1,1,-1,-1,1,0,3.077292791,3,0,0,1,-1,-1,-1,1,1,-1,0,-1,0
0,0,0,0,-1,1,-1,1,-1,0,1,2.673078959,3,0,0,-1,1,-1,1,-1,1,0,0,-1,-1
0,0,0,0,-1,1,0,0,0,1,0,2.218846979,2,0,0,0,0,0,0,0,0,-1,0,-1,0
0,0,0,0,-1,1,-1,1,-1,0,1,1.996218249,1,0,0,-1,1,-1,1,-1,1,0,0,-1,-1
1,0,0,0,-1,1,1,-1,-1,0,0,5.279295315,5,0,0,1,-1,-1,-1,1,1,0,0,-1,0
1,0,0,0,1,1,0,0,0,0,0,2.610379324,3,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,2.772560796,3,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-1,1,-1,-1,1,0,0,2.049227717,2,0,0,-1,-1,1,1,1,-1,0,0,-1,0
-1,0,1,0,-1,1,0,0,0,0,0,2.528048294,2,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,1,-1,-1,0,0,0,0,0,2.784537415,3,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-1,1,0,0,0,0,0,3.846987005,4,0,0,0,0,0,0,0,0,0,0,-1,0
-1,0,1,0,-1,1,0,0,0,0,0,3.887390698,4,0,0,0,0,0,0,0,0,0,0,-1,0
-1,0,1,0,-1,1,0,0,0,0,0,2.371549974,2,0,0,0,0,0,0,0,0,0,0,-1,0
-1,0,1,0,-1,1,0,0,0,0,0,3.759431917,4,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,1,0,-1,1,0,0,0,0,0,1.831966847,1,0,0,0,0,0,0,0,0,0,0,-1,0
-1,0,0,0,-1,1,0,0,0,0,0,4.354631775,5,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,-1,1,1,1,1,0,0,2.854816131,3,0,0,1,1,1,-1,-1,-1,0,0,-1,0
1,0,0,0,-1,1,0,0,0,0,0,4.048457799,4,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,-1,1,-1,-1,1,0,0,1.857242009,1,0,0,-1,-1,1,1,1,-1,0,0,-1,0
0,1,0,0,0,0,-1,-1,1,0,0,2.79305969,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,1,-1,-1,1,0,0,2.0234119,2,0,0,-1,-1,1,1,1,-1,0,0,-1,0
0,0,0,0,-1,1,0,0,0,0,0,1.880030271,1,0,0,0,0,0,0,0,0,0,0,-1,0
1,0,0,0,-1,1,0,0,0,0,0,3.343007926,4,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,1,0,-1,1,0,0,0,0,0,5.599250869,5,0,0,0,0,0,0,0,0,0,0,-1,0
-1,0,1,0,-1,1,0,0,0,0,0,2.646366471,3,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,1,1,0,0,0,0,0,1.730225349,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.914586421,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,-1,0,0,1.778781554,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,-1,-1,1,0,0,2.195600799,2,0,0,-1,-1,1,-1,-1,1,0,0,1,0
0,1,0,0,-1,1,0,0,0,0,0,2.533505784,2,-1,1,0,0,0,0,0,0,0,0,-1,0
1,0,0,0,0,0,0,0,0,0,0,3.81190998,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1,1,-1,1,0,2.233133658,2,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,-1,1,0,0,0,0,1,2.582587486,3,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,1,-1,-1,-1,1,1,0,1.828949194,1,0,0,1,1,-1,-1,-1,1,1,0,-1,0
0,0,1,0,-1,1,0,0,0,0,1,1.39662366,1,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,1,0,-1,1,0,0,0,0,1,1.294824727,1,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,-1,1,-1,-1,1,0,1,2.053692939,2,0,0,-1,-1,1,1,1,-1,0,0,-1,1
0,0,0,0,-1,1,-1,1,-1,0,1,2.181557774,2,0,0,-1,1,-1,1,-1,1,0,0,-1,-1
0,0,1,0,-1,1,0,0,0,0,1,1.652844135,1,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,1,0,-1,1,0,0,0,0,1,2.687606242,3,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,1,0,-1,1,0,0,0,0,1,1.541478206,1,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,1,0,1,1,0,0,0,0,1,2.531259041,2,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,-1,-1,1,-1,1,0,2.91072043,3,0,0,1,-1,1,-1,1,-1,1,0,-1,0
0,1,0,0,0,0,-1,1,-1,0,1,2.299120336,2,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,1,1,1,-1,-1,1,0,2.713911938,3,0,0,1,-1,-1,1,-1,-1,1,0,1,0
0,0,0,0,1,-1,0,0,0,1,0,2.418154632,2,0,0,0,0,0,0,0,0,1,0,-1,0
0,0,0,0,1,-1,-1,1,1,1,0,2.22487874,2,0,0,1,-1,-1,-1,1,1,1,0,-1,0
0,0,0,0,1,-1,0,0,0,1,0,3.369481321,4,0,0,0,0,0,0,0,0,1,0,-1,0
1,0,0,0,0,0,1,1,-1,1,0,4.130418866,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,1,0,0,0,0,1,2.284636046,2,0,0,0,0,0,0,0,0,0,0,-1,0
0,1,0,0,0,0,-1,1,-1,1,1,2.61869905,3,0,0,0,0,0,0,0,0,0,0,0,-1
0,1,0,0,0,0,-1,1,-1,1,1,2.317669055,2,0,0,0,0,0,0,0,0,0,0,0,-1
0,1,0,0,0,0,-1,1,-1,1,1,2.822819033,3,0,0,0,0,0,0,0,0,0,0,0,-1
1,1,0,0,-1,1,1,-1,-1,1,0,2.373077592,2,-1,1,1,-1,-1,-1,1,1,-1,0,-1,0
0,0,0,0,-1,-1,1,1,-1,1,0,2.585948332,3,0,0,-1,-1,1,-1,-1,1,-1,0,1,0
0,0,0,0,-1,-1,1,-1,-1,0,1,2.989609307,3,0,0,-1,1,1,-1,1,1,0,0,1,-1
0,0,0,0,-1,1,-1,1,-1,0,1,3.543297533,4,0,0,-1,1,-1,1,-1,1,0,0,-1,-1
0,1,0,0,0,0,-1,1,-1,0,1,2.193477088,2,0,0,0,0,0,0,0,0,0,0,0,-1
1,1,0,0,-1,1,-1,1,-1,1,0,2.648406895,3,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0
0,1,0,0,1,-1,-1,1,-1,1,0,2.869813519,3,1,-1,1,-1,1,-1,1,-1,1,0,-1,0
0,0,0,0,-1,1,-1,1,-1,1,0,2.724789072,3,0,0,-1,1,-1,1,-1,1,-1,0,-1,0
0,0,0,0,1,1,-1,-1,1,1,0,3.025135562,3,0,0,-1,-1,1,-1,-1,1,1,0,1,0
0,0,0,0,-1,-1,1,1,-1,1,0,3.342938264,4,0,0,-1,-1,1,-1,-1,1,-1,0,1,0
0,1,0,0,0,0,-1,1,-1,0,1,2.193477088,2,0,0,0,0,0,0,0,0,0,0,0,-1
1,1,0,0,-1,1,-1,-1,1,1,0,2.42184075,2,-1,1,-1,-1,1,1,1,-1,-1,0,-1,0
0,0,1,0,-1,1,0,0,0,1,1,2.359469578,2,0,0,0,0,0,0,0,0,-1,0,-1,0
0,0,0,0,1,1,0,0,0,1,0,2.167804409,2,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,1,-1,-1,1,-1,1,0,3.447584957,4,0,0,1,-1,1,-1,1,-1,1,0,-1,0
0,0,0,0,1,1,-1,1,-1,0,1,1.699391066,1,0,0,-1,1,-1,-1,1,-1,0,0,1,-1
1,0,0,0,0,0,1,1,-1,1,0,3.778687002,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,-1,1,1,1,1,2.739570568,3,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,-1,0,0,0,1,0,2.968973004,3,0,0,0,0,0,0,0,0,1,0,-1,0
0,0,0,0,-1,-1,1,1,-1,1,0,3.542340731,4,0,0,-1,-1,1,-1,-1,1,-1,0,1,0
0,0,0,0,0,0,-1,1,-1,1,0,3.065615491,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,-1,1,-1,1,0,3.387123808,4,0,0,-1,1,-1,-1,1,-1,1,0,1,0
0,0,0,0,1,-1,-1,1,-1,1,0,2.064973274,2,0,0,1,-1,1,-1,1,-1,1,0,-1,0
0,0,0,0,-1,1,0,0,0,0,1,1.987012296,1,0,0,0,0,0,0,0,0,0,0,-1,0
-1,0,0,0,-1,1,1,-1,-1,1,0,2.531745182,2,0,0,1,-1,-1,-1,1,1,-1,0,-1,0
0,0,0,0,-1,1,-1,1,-1,1,1,2.424242463,2,0,0,-1,1,-1,1,-1,1,-1,0,-1,-1
1,0,0,0,0,0,-1,1,-1,1,0,2.371461321,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,-1,1,1,-1,1,0,3.378332479,4,0,0,-1,-1,1,-1,-1,1,-1,0,1,0
0,0,0,0,1,1,0,0,0,1,0,2.471766827,2,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-1,1,-1,-1,1,2,0,2.720365575,3,0,0,-1,-1,1,1,1,-1,-2,0,-1,0
0,1,0,0,0,0,-1,1,-1,1,0,2.684528235,3,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,1,0,-1,1,0,0,0,1,0,2.851269223,3,0,0,0,0,0,0,0,0,-1,0,-1,0
1,0,0,0,1,1,0,0,0,1,0,3.411816609,4,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,1,1,-1,-1,1,1,0,2.555139379,3,0,0,-1,-1,1,-1,-1,1,1,0,1,0
0,0,0,0,-1,-1,1,1,-1,1,0,3.634358496,4,0,0,-1,-1,1,-1,-1,1,-1,0,1,0
-1,0,1,0,-1,1,0,0,0,1,0,3.270191997,4,0,0,0,0,0,0,0,0,-1,0,-1,0
-1,0,1,0,-1,1,0,0,0,1,0,3.046020159,3,0,0,0,0,0,0,0,0,-1,0,-1,0
-1,0,1,0,1,1,-1,-1,1,1,0,4.993605212,5,0,0,-1,-1,1,-1,-1,1,1,0,1,0
0,0,0,0,-1,1,-1,1,-1,1,0,2.274682077,2,0,0,-1,1,-1,1,-1,1,-1,0,-1,0
0,1,0,0,-1,1,-1,1,-1,0,1,2.802996623,3,-1,1,-1,1,-1,1,-1,1,0,0,-1,-1
0,0,0,0,1,-1,-1,1,-1,1,0,2.303256552,2,0,0,1,-1,1,-1,1,-1,1,0,-1,0
-1,0,1,0,1,1,-1,-1,1,1,0,4.888799873,5,0,0,-1,-1,1,-1,-1,1,1,0,1,0
0,0,0,0,-1,-1,1,1,-1,1,0,3.569633166,4,0,0,-1,-1,1,-1,-1,1,-1,0,1,0
-1,0,1,0,1,1,-1,-1,1,1,0,4.334009847,5,0,0,-1,-1,1,-1,-1,1,1,0,1,0
-1,0,1,0,1,1,-1,-1,1,1,0,4.20907111,5,0,0,-1,-1,1,-1,-1,1,1,0,1,0
0,0,0,0,1,1,-1,1,1,1,0,3.045088162,3,0,0,-1,1,1,-1,1,1,1,0,1,0
0,0,0,0,-1,1,-1,1,-1,1,0,2.585073801,3,0,0,-1,1,-1,1,-1,1,-1,0,-1,0
0,0,0,0,-1,1,-1,1,-1,1,0,2.793273232,3,0,0,-1,1,-1,1,-1,1,-1,0,-1,0
0,0,0,0,1,1,-1,-1,1,1,0,2.258892581,2,0,0,-1,-1,1,-1,-1,1,1,0,1,0
-1,0,1,0,1,1,-1,-1,1,1,0,4.227495921,5,0,0,-1,-1,1,-1,-1,1,1,0,1,0
0,0,0,0,1,1,-1,1,-1,1,0,2.456807696,2,0,0,-1,1,-1,-1,1,-1,1,0,1,0
0,0,0,0,1,1,-1,1,-1,0,1,3.020247307,3,0,0,-1,1,-1,-1,1,-1,0,0,1,-1
0,0,1,0,-1,1,-1,-1,1,0,1,3.585225031,4,0,0,-1,-1,1,1,1,-1,0,0,-1,1
0,0,0,0,-1,1,-1,-1,1,1,1,2.623087001,3,0,0,-1,-1,1,1,1,-1,-1,0,-1,1
1,0,0,0,-1,1,-1,1,-1,1,0,1.625670469,1,0,0,-1,1,-1,1,-1,1,-1,0,-1,0
0,1,1,0,-1,1,-1,1,-1,1,0,2.800022804,3,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0
0,0,0,0,-1,1,-1,-1,1,1,1,2.831014246,3,0,0,-1,-1,1,1,1,-1,-1,0,-1,1
0,0,0,0,-1,1,-1,-1,1,1,1,3.257926534,4,0,0,-1,-1,1,1,1,-1,-1,0,-1,1
0,0,0,0,-1,1,-1,-1,1,1,1,3.044453547,3,0,0,-1,-1,1,1,1,-1,-1,0,-1,1
0,0,0,0,-1,1,-1,-1,1,1,1,3.296260884,4,0,0,-1,-1,1,1,1,-1,-1,0,-1,1
0,0,0,0,1,1,0,0,0,0,1,3.597534389,4,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1,1,-1,-1,1,0,1,2.327342734,2,0,0,-1,-1,1,1,1,-1,0,0,-1,1
0,0,0,0,-1,1,-1,-1,1,0,1,2.612767656,3,0,0,-1,-1,1,1,1,-1,0,0,-1,1
0,0,0,0,-1,1,-1,-1,1,1,1,3.140131539,3,0,0,-1,-1,1,1,1,-1,-1,0,-1,1
0,0,0,0,1,1,0,0,0,0,1,4.252935123,5,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1,1,-1,1,-1,1,0,2.540788558,2,0,0,-1,1,-1,1,-1,1,-1,0,-1,0
0,0,0,0,-1,1,-1,-1,1,0,1,2.339216695,2,0,0,-1,-1,1,1,1,-1,0,0,-1,1
0,0,0,0,-1,1,-1,1,1,0,1,2.514763518,2,0,0,-1,1,1,1,-1,-1,0,0,-1,1
0,0,0,0,-1,1,-1,-1,1,1,1,2.574190937,3,0,0,-1,-1,1,1,1,-1,-1,0,-1,1
1,0,0,0,-1,1,-1,1,1,1,1,2.752024289,3,0,0,-1,1,1,1,-1,-1,-1,0,-1,1
0,0,0,0,1,1,0,0,0,2,0,3.593688046,4,0,0,0,0,0,0,0,0,2,0,1,0
0,0,0,0,-1,1,-1,1,1,1,1,2.612576193,3,0,0,-1,1,1,1,-1,-1,-1,0,-1,1
0,0,0,0,-1,1,-1,1,1,1,0,1.81738884,1,0,0,-1,1,1,1,-1,-1,-1,0,-1,0
0,0,1,0,-1,1,0,0,0,0,0,4.919039491,5,0,0,0,0,0,0,0,0,0,0,-1,0
0,1,0,0,-1,1,1,-1,-1,0,0,2.482563943,2,-1,1,1,-1,-1,-1,1,1,0,0,-1,0
0,0,0,0,0,0,1,-1,-1,0,0,2.287376012,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,1,-1,-1,1,0,0,2.06295354,2,0,0,-1,-1,1,1,1,-1,0,0,-1,0
0,0,0,0,-1,1,1,1,1,0,0,2.378390484,2,0,0,1,1,1,-1,-1,-1,0,0,-1,0
0,1,0,0,-1,1,-1,-1,1,0,0,3.513777678,4,-1,1,-1,-1,1,1,1,-1,0,0,-1,0
0,0,0,0,-1,1,-1,-1,1,0,0,1.737079536,1,0,0,-1,-1,1,1,1,-1,0,0,-1,0
0,0,0,0,-1,1,-1,-1,1,0,0,2.719488732,3,0,0,-1,-1,1,1,1,-1,0,0,-1,0
0,0,0,0,-1,1,1,1,-1,0,0,2.373250474,2,0,0,1,1,-1,-1,-1,1,0,0,-1,0
1,0,0,0,0,0,0,0,0,0,0,3.793281381,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,-1,1,0,0,0,0,0,3.865015092,4,-1,1,0,0,0,0,0,0,0,0,-1,0
1,1,0,0,-1,1,0,0,0,0,0,4.467075084,5,-1,1,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,-1,1,0,0,0,0,0,2.537499112,2,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,0,0,1,-1,-1,0,0,3.452099634,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,-1,-1,0,0,2.386941282,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,1,0,0,0,0,1,2.556682342,3,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,-1,-1,0,0,0,0,1,2.415450809,2,0,0,0,0,0,0,0,0,0,0,1,0
-1,0,0,0,0,0,1,-1,-1,1,0,2.235430593,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,-1,1,-1,-1,1,0,2.774965627,3,0,0,-1,1,1,1,-1,-1,1,0,-1,0
0,0,0,0,0,0,-1,-1,1,0,1,3.536391217,4,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,1,-1,1,0,2.854837196,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,1,-1,1,0,2.878504561,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,1,0,0,0,1,0,3.706133254,4,0,0,0,0,0,0,0,0,-1,0,-1,0
0,0,0,0,0,0,-1,1,-1,1,0,2.393021486,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1,1,-1,0,1,3.016005181,3,0,0,0,0,0,0,0,0,0,0,0,-1
0,1,1,0,1,-1,0,0,0,0,1,2.593649304,3,1,-1,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,1,-1,0,0,0,0,1,2.404368967,2,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,1,1,-1,1,-1,1,0,3.082541235,3,0,0,-1,1,-1,-1,1,-1,1,0,1,0
0,1,0,0,0,0,-1,1,-1,1,1,2.253551223,2,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,1,1,-1,1,0,2.892617668,3,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,-1,-1,1,0,2.678307307,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1.657498485,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,-1,1,-1,1,1,2.508114303,2,0,0,0,0,0,0,0,0,0,0,0,-1
0,1,0,0,0,0,-1,1,-1,1,1,2.110174295,2,0,0,0,0,0,0,0,0,0,0,0,-1
-1,1,0,0,0,0,-1,1,-1,1,1,2.329871582,2,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,-1,1,0,0,0,1,0,2.462241507,2,0,0,0,0,0,0,0,0,-1,0,-1,0
-1,0,0,0,1,1,0,0,0,1,0,2.553575596,3,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-1,1,0,0,0,1,0,2.623819703,3,0,0,0,0,0,0,0,0,-1,0,-1,0
0,0,0,0,0,0,0,0,0,1,0,3.049656142,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,1,1,1,-1,1,0,2.70153934,3,0,0,1,1,-1,-1,-1,1,-1,0,-1,0
-1,1,1,0,-1,-1,0,0,0,1,0,4.103772056,5,-1,-1,0,0,0,0,0,0,-1,0,1,0
0,0,0,0,-1,1,-1,1,1,0,1,2.809625654,3,0,0,-1,1,1,1,-1,-1,0,0,-1,1
0,0,0,0,1,-1,-1,1,-1,1,0,2.583902983,3,0,0,1,-1,1,-1,1,-1,1,0,-1,0
0,0,0,0,1,1,0,0,0,1,0,2.685257925,3,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-1,1,1,1,-1,1,0,3.173938738,3,0,0,1,1,-1,-1,-1,1,-1,0,-1,0
1,0,0,0,0,0,1,1,-1,1,1,2.709487785,3,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,1,1,-1,1,-1,1,0,2.537362081,2,0,0,-1,1,-1,-1,1,-1,1,0,1,0
-1,0,0,0,0,0,0,0,0,1,0,2.35177352,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,-1,1,0,0,0,1,0,1.826620569,1,-1,1,0,0,0,0,0,0,-1,0,-1,0
0,1,0,0,-1,1,0,0,0,1,0,1.826620569,1,-1,1,0,0,0,0,0,0,-1,0,-1,0
0,0,0,0,1,1,-1,-1,1,1,0,3.052701635,3,0,0,-1,-1,1,-1,-1,1,1,0,1,0
0,0,0,0,1,1,-1,1,1,1,0,2.354616728,2,0,0,-1,1,1,-1,1,1,1,0,1,0
0,0,0,0,1,1,1,1,1,1,0,2.314261982,2,0,0,1,1,1,1,1,1,1,0,1,0
0,0,0,0,-1,1,1,-1,1,0,1,3.80669922,4,0,0,1,-1,1,-1,1,-1,0,0,-1,1
0,0,0,0,1,1,-1,1,1,1,0,2.533165554,2,0,0,-1,1,1,-1,1,1,1,0,1,0
0,0,0,0,-1,1,-1,-1,1,1,0,2.835399888,3,0,0,-1,-1,1,1,1,-1,-1,0,-1,0
0,1,0,0,1,1,1,1,1,1,1,2.868093412,3,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,1,1,1,1,1,1,0,3.079526132,3,0,0,1,1,1,1,1,1,1,0,1,0
0,0,0,0,0,0,1,-1,-1,0,0,2.246272019,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,-1,1,0,0,0,0,0,3.292661371,4,0,0,0,0,0,0,0,0,0,0,-1,0
-1,0,1,0,-1,1,0,0,0,0,0,2.52706431,2,0,0,0,0,0,0,0,0,0,0,-1,0
-1,0,1,0,-1,1,0,0,0,0,0,3.537939925,4,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,-1,1,0,0,0,0,0,2.234692858,2,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,-1,1,1,1,1,0,0,1.979415922,1,0,0,1,1,1,-1,-1,-1,0,0,-1,0
0,0,0,0,-1,1,1,1,-1,0,0,1.732693339,1,0,0,1,1,-1,-1,-1,1,0,0,-1,0
0,0,0,0,-1,1,1,1,-1,0,0,1.785490169,1,0,0,1,1,-1,-1,-1,1,0,0,-1,0
0,0,0,0,0,0,-1,1,-1,1,0,2.696890951,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,2.435417503,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,-1,1,-1,0,1,2.591869347,3,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,1,-1,-1,1,-1,1,0,1.686339773,1,0,0,1,-1,1,-1,1,-1,1,0,-1,0
-1,0,0,0,-1,1,0,0,0,0,1,2.203432678,2,0,0,0,0,0,0,0,0,0,0,-1,0
-1,0,0,0,-1,-1,-1,1,-1,1,0,2.884374962,3,0,0,1,-1,1,1,-1,1,-1,0,1,0
0,0,1,0,-1,-1,0,0,0,0,1,5.168457304,5,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1,-1,-1,1,-1,1,0,2.577084883,3,0,0,1,-1,1,1,-1,1,-1,0,1,0
1,1,0,0,-1,1,1,-1,-1,1,0,2.482042885,2,-1,1,1,-1,-1,-1,1,1,-1,0,-1,0
0,0,0,0,0,0,1,-1,1,1,0,3.602656736,4,0,0,0,0,0,0,0,0,0,0,0,0
